date,region,prediction_confirmed,prediction_deaths
2020-06-30,RU-ALT,1802,0
2020-07-01,RU-ALT,1818,0
2020-07-02,RU-ALT,1834,0
2020-07-03,RU-ALT,1850,0
2020-07-04,RU-ALT,1866,0
2020-07-05,RU-ALT,1882,0
2020-07-06,RU-ALT,1898,0
2020-07-07,RU-ALT,1914,0
2020-07-08,RU-ALT,1930,0
2020-07-09,RU-ALT,1946,0
2020-07-10,RU-ALT,1962,0
2020-07-11,RU-ALT,1978,0
2020-07-12,RU-ALT,1994,0
2020-07-13,RU-ALT,2010,0
2020-07-14,RU-ALT,2026,0
2020-07-15,RU-ALT,2042,0
2020-07-16,RU-ALT,2058,0
2020-07-17,RU-ALT,2074,0
2020-07-18,RU-ALT,2090,0
2020-07-19,RU-ALT,2106,0
2020-07-20,RU-ALT,2122,0
2020-07-21,RU-ALT,2138,0
2020-07-22,RU-ALT,2154,0
2020-07-23,RU-ALT,2170,0
2020-07-24,RU-ALT,2186,0
2020-07-25,RU-ALT,2202,0
2020-07-26,RU-ALT,2218,0
2020-07-27,RU-ALT,2234,0
2020-07-28,RU-ALT,2250,0
2020-07-29,RU-ALT,2266,0
2020-07-30,RU-ALT,2282,0
2020-07-31,RU-ALT,2298,0
2020-08-01,RU-ALT,2314,0
2020-08-02,RU-ALT,2330,0
2020-08-03,RU-ALT,2346,0
2020-08-04,RU-ALT,2362,0
2020-08-05,RU-ALT,2378,0
2020-08-06,RU-ALT,2394,0
2020-08-07,RU-ALT,2410,0
2020-08-08,RU-ALT,2426,0
2020-08-09,RU-ALT,2442,0
2020-08-10,RU-ALT,2458,0
2020-08-11,RU-ALT,2474,0
2020-08-12,RU-ALT,2490,0
2020-08-13,RU-ALT,2506,0
2020-08-14,RU-ALT,2522,0
2020-08-15,RU-ALT,2538,0
2020-08-16,RU-ALT,2554,0
2020-08-17,RU-ALT,2570,0
2020-08-18,RU-ALT,2586,0
2020-08-19,RU-ALT,2602,0
2020-08-20,RU-ALT,2618,0
2020-08-21,RU-ALT,2634,0
2020-08-22,RU-ALT,2650,0
2020-08-23,RU-ALT,2666,0
2020-08-24,RU-ALT,2682,0
2020-08-25,RU-ALT,2698,0
2020-08-26,RU-ALT,2714,0
2020-08-27,RU-ALT,2730,0
2020-08-28,RU-ALT,2746,0
2020-08-29,RU-ALT,2762,0
2020-08-30,RU-ALT,2778,0
2020-08-31,RU-ALT,2794,0
2020-09-01,RU-ALT,2810,0
2020-09-02,RU-ALT,2826,0
2020-09-03,RU-ALT,2842,0
2020-09-04,RU-ALT,2858,0
2020-09-05,RU-ALT,2874,0
2020-09-06,RU-ALT,2890,0
2020-09-07,RU-ALT,2906,0
2020-09-08,RU-ALT,2922,0
2020-09-09,RU-ALT,2938,0
2020-09-10,RU-ALT,2954,0
2020-09-11,RU-ALT,2970,0
2020-09-12,RU-ALT,2986,0
2020-09-13,RU-ALT,3002,0
2020-09-14,RU-ALT,3018,0
2020-09-15,RU-ALT,3034,0
2020-09-16,RU-ALT,3050,0
2020-09-17,RU-ALT,3066,0
2020-09-18,RU-ALT,3082,0
2020-09-19,RU-ALT,3098,0
2020-09-20,RU-ALT,3114,0
2020-09-21,RU-ALT,3130,0
2020-09-22,RU-ALT,3146,0
2020-09-23,RU-ALT,3162,0
2020-09-24,RU-ALT,3178,0
2020-09-25,RU-ALT,3194,0
2020-09-26,RU-ALT,3210,0
2020-09-27,RU-ALT,3226,0
2020-09-28,RU-ALT,3242,0
2020-09-29,RU-ALT,3258,0
2020-09-30,RU-ALT,3274,0
2020-10-01,RU-ALT,3290,0
2020-10-02,RU-ALT,3306,0
2020-10-03,RU-ALT,3322,0
2020-10-04,RU-ALT,3338,0
2020-10-05,RU-ALT,3354,0
2020-10-06,RU-ALT,3370,0
2020-10-07,RU-ALT,3386,0
2020-10-08,RU-ALT,3402,0
2020-10-09,RU-ALT,3418,0
2020-10-10,RU-ALT,3434,0
2020-10-11,RU-ALT,3450,0
2020-10-12,RU-ALT,3466,0
2020-10-13,RU-ALT,3482,0
2020-10-14,RU-ALT,3498,0
2020-10-15,RU-ALT,3514,0
2020-10-16,RU-ALT,3530,0
2020-10-17,RU-ALT,3546,0
2020-10-18,RU-ALT,3562,0
2020-10-19,RU-ALT,3578,0
2020-10-20,RU-ALT,3594,0
2020-10-21,RU-ALT,3610,0
2020-10-22,RU-ALT,3626,0
2020-10-23,RU-ALT,3642,0
2020-10-24,RU-ALT,3658,0
2020-10-25,RU-ALT,3674,0
2020-10-26,RU-ALT,3690,0
2020-10-27,RU-ALT,3706,0
2020-10-28,RU-ALT,3722,0
2020-10-29,RU-ALT,3738,0
2020-10-30,RU-ALT,3754,0
2020-10-31,RU-ALT,3770,0
2020-11-01,RU-ALT,3786,0
2020-11-02,RU-ALT,3802,0
2020-11-03,RU-ALT,3818,0
2020-11-04,RU-ALT,3834,0
2020-11-05,RU-ALT,3850,0
2020-11-06,RU-ALT,3866,0
2020-11-07,RU-ALT,3882,0
2020-11-08,RU-ALT,3898,0
2020-11-09,RU-ALT,3914,0
2020-11-10,RU-ALT,3930,0
2020-11-11,RU-ALT,3946,0
2020-11-12,RU-ALT,3962,0
2020-11-13,RU-ALT,3978,0
2020-11-14,RU-ALT,3994,0
2020-11-15,RU-ALT,4010,0
2020-11-16,RU-ALT,4026,0
2020-11-17,RU-ALT,4042,0
2020-11-18,RU-ALT,4058,0
2020-11-19,RU-ALT,4074,0
2020-11-20,RU-ALT,4090,0
2020-11-21,RU-ALT,4106,0
2020-11-22,RU-ALT,4122,0
2020-11-23,RU-ALT,4138,0
2020-11-24,RU-ALT,4154,0
2020-11-25,RU-ALT,4170,0
2020-11-26,RU-ALT,4186,0
2020-11-27,RU-ALT,4202,0
2020-11-28,RU-ALT,4218,0
2020-11-29,RU-ALT,4234,0
2020-11-30,RU-ALT,4250,0
2020-12-01,RU-ALT,4266,0
2020-12-02,RU-ALT,4282,0
2020-12-03,RU-ALT,4298,0
2020-12-04,RU-ALT,4314,0
2020-12-05,RU-ALT,4330,0
2020-12-06,RU-ALT,4346,0
2020-12-07,RU-ALT,4362,0
2020-12-08,RU-ALT,4378,0
2020-12-09,RU-ALT,4394,0
2020-12-10,RU-ALT,4410,0
2020-12-11,RU-ALT,4426,0
2020-12-12,RU-ALT,4442,0
2020-12-13,RU-ALT,4458,0
2020-12-14,RU-ALT,4474,0
2020-12-15,RU-ALT,4490,0
2020-12-16,RU-ALT,4506,0
2020-12-17,RU-ALT,4522,0
2020-12-18,RU-ALT,4538,0
2020-12-19,RU-ALT,4554,0
2020-12-20,RU-ALT,4570,0
2020-12-21,RU-ALT,4586,0
2020-12-22,RU-ALT,4602,0
2020-12-23,RU-ALT,4618,0
2020-12-24,RU-ALT,4634,0
2020-12-25,RU-ALT,4650,0
2020-12-26,RU-ALT,4666,0
2020-12-27,RU-ALT,4682,0
2020-12-28,RU-ALT,4698,0
2020-12-29,RU-ALT,4714,0
2020-12-30,RU-ALT,4730,0
2020-12-31,RU-ALT,4746,0
2020-04-14,RU-AMU,6,0
2020-04-15,RU-AMU,6,0
2020-04-16,RU-AMU,7,0
2020-04-17,RU-AMU,7,0
2020-04-18,RU-AMU,8,0
2020-04-19,RU-AMU,8,0
2020-04-20,RU-AMU,9,0
2020-04-21,RU-AMU,10,0
2020-04-22,RU-AMU,10,0
2020-04-23,RU-AMU,23,0
2020-04-24,RU-AMU,27,0
2020-04-25,RU-AMU,30,0
2020-04-26,RU-AMU,34,0
2020-04-27,RU-AMU,37,0
2020-04-28,RU-AMU,41,0
2020-04-29,RU-AMU,47,0
2020-04-30,RU-AMU,50,0
2020-05-01,RU-AMU,53,0
2020-05-02,RU-AMU,58,0
2020-05-03,RU-AMU,65,0
2020-05-04,RU-AMU,62,0
2020-05-05,RU-AMU,66,0
2020-05-06,RU-AMU,71,0
2020-05-07,RU-AMU,76,0
2020-05-08,RU-AMU,80,0
2020-05-09,RU-AMU,85,0
2020-05-10,RU-AMU,90,0
2020-05-11,RU-AMU,95,0
2020-05-12,RU-AMU,99,0
2020-05-13,RU-AMU,104,0
2020-05-14,RU-AMU,108,0
2020-05-15,RU-AMU,113,0
2020-05-16,RU-AMU,117,0
2020-05-17,RU-AMU,121,0
2020-05-18,RU-AMU,125,0
2020-05-19,RU-AMU,129,0
2020-05-20,RU-AMU,132,0
2020-05-21,RU-AMU,136,0
2020-05-22,RU-AMU,139,0
2020-05-23,RU-AMU,142,0
2020-05-24,RU-AMU,145,0
2020-05-25,RU-AMU,148,0
2020-05-26,RU-AMU,151,0
2020-05-27,RU-AMU,153,0
2020-05-28,RU-AMU,156,0
2020-05-29,RU-AMU,158,0
2020-05-30,RU-AMU,160,0
2020-05-31,RU-AMU,163,0
2020-06-01,RU-AMU,165,0
2020-06-02,RU-AMU,167,0
2020-06-03,RU-AMU,169,0
2020-06-04,RU-AMU,171,0
2020-06-05,RU-AMU,173,0
2020-06-06,RU-AMU,174,0
2020-06-07,RU-AMU,176,0
2020-06-08,RU-AMU,178,0
2020-06-09,RU-AMU,180,0
2020-06-10,RU-AMU,181,0
2020-06-11,RU-AMU,183,0
2020-06-12,RU-AMU,185,0
2020-06-13,RU-AMU,186,0
2020-06-14,RU-AMU,188,0
2020-06-15,RU-AMU,190,0
2020-06-16,RU-AMU,191,0
2020-06-17,RU-AMU,193,0
2020-06-18,RU-AMU,194,0
2020-06-19,RU-AMU,196,0
2020-06-20,RU-AMU,198,0
2020-06-21,RU-AMU,199,0
2020-06-22,RU-AMU,201,0
2020-06-23,RU-AMU,202,0
2020-06-24,RU-AMU,204,0
2020-06-25,RU-AMU,205,0
2020-06-26,RU-AMU,207,0
2020-06-27,RU-AMU,208,0
2020-06-28,RU-AMU,210,0
2020-06-29,RU-AMU,211,0
2020-06-30,RU-AMU,213,0
2020-07-01,RU-AMU,214,0
2020-07-02,RU-AMU,216,0
2020-07-03,RU-AMU,217,0
2020-07-04,RU-AMU,219,0
2020-07-05,RU-AMU,220,0
2020-07-06,RU-AMU,222,0
2020-07-07,RU-AMU,223,0
2020-07-08,RU-AMU,225,0
2020-07-09,RU-AMU,226,0
2020-07-10,RU-AMU,228,0
2020-07-11,RU-AMU,229,0
2020-07-12,RU-AMU,231,0
2020-07-13,RU-AMU,232,0
2020-07-14,RU-AMU,234,0
2020-07-15,RU-AMU,235,0
2020-07-16,RU-AMU,237,0
2020-07-17,RU-AMU,238,0
2020-07-18,RU-AMU,240,0
2020-07-19,RU-AMU,241,0
2020-07-20,RU-AMU,243,0
2020-07-21,RU-AMU,244,0
2020-07-22,RU-AMU,246,0
2020-07-23,RU-AMU,247,0
2020-07-24,RU-AMU,249,0
2020-07-25,RU-AMU,250,0
2020-07-26,RU-AMU,252,0
2020-07-27,RU-AMU,253,0
2020-07-28,RU-AMU,255,0
2020-07-29,RU-AMU,256,0
2020-07-30,RU-AMU,258,0
2020-07-31,RU-AMU,259,0
2020-08-01,RU-AMU,261,0
2020-08-02,RU-AMU,262,0
2020-08-03,RU-AMU,264,0
2020-08-04,RU-AMU,265,0
2020-08-05,RU-AMU,267,0
2020-08-06,RU-AMU,268,0
2020-08-07,RU-AMU,270,0
2020-08-08,RU-AMU,271,0
2020-08-09,RU-AMU,273,0
2020-08-10,RU-AMU,274,0
2020-08-11,RU-AMU,276,0
2020-08-12,RU-AMU,277,0
2020-08-13,RU-AMU,279,0
2020-08-14,RU-AMU,280,0
2020-08-15,RU-AMU,282,0
2020-08-16,RU-AMU,283,0
2020-08-17,RU-AMU,285,0
2020-08-18,RU-AMU,286,0
2020-08-19,RU-AMU,288,0
2020-08-20,RU-AMU,289,0
2020-08-21,RU-AMU,291,0
2020-08-22,RU-AMU,292,0
2020-08-23,RU-AMU,294,0
2020-08-24,RU-AMU,295,0
2020-08-25,RU-AMU,297,0
2020-08-26,RU-AMU,298,0
2020-08-27,RU-AMU,300,0
2020-08-28,RU-AMU,301,0
2020-08-29,RU-AMU,303,0
2020-08-30,RU-AMU,304,0
2020-08-31,RU-AMU,306,0
2020-09-01,RU-AMU,307,0
2020-09-02,RU-AMU,309,0
2020-09-03,RU-AMU,310,0
2020-09-04,RU-AMU,312,0
2020-09-05,RU-AMU,313,0
2020-09-06,RU-AMU,315,0
2020-09-07,RU-AMU,316,0
2020-09-08,RU-AMU,318,0
2020-09-09,RU-AMU,319,0
2020-09-10,RU-AMU,321,0
2020-09-11,RU-AMU,322,0
2020-09-12,RU-AMU,324,0
2020-09-13,RU-AMU,325,0
2020-09-14,RU-AMU,327,0
2020-09-15,RU-AMU,328,0
2020-09-16,RU-AMU,330,0
2020-09-17,RU-AMU,331,0
2020-09-18,RU-AMU,333,0
2020-09-19,RU-AMU,334,0
2020-09-20,RU-AMU,336,0
2020-09-21,RU-AMU,337,0
2020-09-22,RU-AMU,339,0
2020-09-23,RU-AMU,340,0
2020-09-24,RU-AMU,342,0
2020-09-25,RU-AMU,343,0
2020-09-26,RU-AMU,345,0
2020-09-27,RU-AMU,346,0
2020-09-28,RU-AMU,348,0
2020-09-29,RU-AMU,349,0
2020-09-30,RU-AMU,351,0
2020-10-01,RU-AMU,352,0
2020-10-02,RU-AMU,354,0
2020-10-03,RU-AMU,355,0
2020-10-04,RU-AMU,357,0
2020-10-05,RU-AMU,358,0
2020-10-06,RU-AMU,360,0
2020-10-07,RU-AMU,361,0
2020-10-08,RU-AMU,363,0
2020-10-09,RU-AMU,364,0
2020-10-10,RU-AMU,366,0
2020-10-11,RU-AMU,367,0
2020-10-12,RU-AMU,369,0
2020-10-13,RU-AMU,370,0
2020-10-14,RU-AMU,372,0
2020-10-15,RU-AMU,373,0
2020-10-16,RU-AMU,375,0
2020-10-17,RU-AMU,376,0
2020-10-18,RU-AMU,378,0
2020-10-19,RU-AMU,379,0
2020-10-20,RU-AMU,381,0
2020-10-21,RU-AMU,382,0
2020-10-22,RU-AMU,384,0
2020-10-23,RU-AMU,385,0
2020-10-24,RU-AMU,387,0
2020-10-25,RU-AMU,388,0
2020-10-26,RU-AMU,390,0
2020-10-27,RU-AMU,391,0
2020-10-28,RU-AMU,393,0
2020-10-29,RU-AMU,394,0
2020-10-30,RU-AMU,396,0
2020-10-31,RU-AMU,397,0
2020-11-01,RU-AMU,399,0
2020-11-02,RU-AMU,400,0
2020-11-03,RU-AMU,402,0
2020-11-04,RU-AMU,403,0
2020-11-05,RU-AMU,405,0
2020-11-06,RU-AMU,406,0
2020-11-07,RU-AMU,408,0
2020-11-08,RU-AMU,409,0
2020-11-09,RU-AMU,411,0
2020-11-10,RU-AMU,412,0
2020-11-11,RU-AMU,414,0
2020-11-12,RU-AMU,415,0
2020-11-13,RU-AMU,417,0
2020-11-14,RU-AMU,418,0
2020-11-15,RU-AMU,420,0
2020-11-16,RU-AMU,421,0
2020-11-17,RU-AMU,423,0
2020-11-18,RU-AMU,424,0
2020-11-19,RU-AMU,426,0
2020-11-20,RU-AMU,427,0
2020-11-21,RU-AMU,429,0
2020-11-22,RU-AMU,430,0
2020-11-23,RU-AMU,432,0
2020-11-24,RU-AMU,433,0
2020-11-25,RU-AMU,435,0
2020-11-26,RU-AMU,436,0
2020-11-27,RU-AMU,438,0
2020-11-28,RU-AMU,439,0
2020-11-29,RU-AMU,441,0
2020-11-30,RU-AMU,442,0
2020-12-01,RU-AMU,444,0
2020-12-02,RU-AMU,445,0
2020-12-03,RU-AMU,447,0
2020-12-04,RU-AMU,448,0
2020-12-05,RU-AMU,450,0
2020-12-06,RU-AMU,451,0
2020-12-07,RU-AMU,453,0
2020-12-08,RU-AMU,454,0
2020-12-09,RU-AMU,456,0
2020-12-10,RU-AMU,457,0
2020-12-11,RU-AMU,459,0
2020-12-12,RU-AMU,460,0
2020-12-13,RU-AMU,462,0
2020-12-14,RU-AMU,463,0
2020-12-15,RU-AMU,465,0
2020-12-16,RU-AMU,466,0
2020-12-17,RU-AMU,468,0
2020-12-18,RU-AMU,469,0
2020-12-19,RU-AMU,471,0
2020-12-20,RU-AMU,472,0
2020-12-21,RU-AMU,474,0
2020-12-22,RU-AMU,475,0
2020-12-23,RU-AMU,477,0
2020-12-24,RU-AMU,478,0
2020-12-25,RU-AMU,480,0
2020-12-26,RU-AMU,481,0
2020-12-27,RU-AMU,483,0
2020-12-28,RU-AMU,484,0
2020-12-29,RU-AMU,486,0
2020-12-30,RU-AMU,487,0
2020-12-31,RU-AMU,489,0
2020-04-14,RU-ARK,34,0
2020-04-15,RU-ARK,36,0
2020-04-16,RU-ARK,39,0
2020-04-17,RU-ARK,41,0
2020-04-18,RU-ARK,44,0
2020-04-19,RU-ARK,47,0
2020-04-20,RU-ARK,50,0
2020-04-21,RU-ARK,54,0
2020-04-22,RU-ARK,58,0
2020-04-23,RU-ARK,145,0
2020-04-24,RU-ARK,172,0
2020-04-25,RU-ARK,202,0
2020-04-26,RU-ARK,234,0
2020-04-27,RU-ARK,269,0
2020-04-28,RU-ARK,303,0
2020-04-29,RU-ARK,354,0
2020-04-30,RU-ARK,413,0
2020-05-01,RU-ARK,464,0
2020-05-02,RU-ARK,511,0
2020-05-03,RU-ARK,601,0
2020-05-04,RU-ARK,641,0
2020-05-05,RU-ARK,690,0
2020-05-06,RU-ARK,738,0
2020-05-07,RU-ARK,783,0
2020-05-08,RU-ARK,827,0
2020-05-09,RU-ARK,867,0
2020-05-10,RU-ARK,905,0
2020-05-11,RU-ARK,941,0
2020-05-12,RU-ARK,975,0
2020-05-13,RU-ARK,1006,0
2020-05-14,RU-ARK,1036,0
2020-05-15,RU-ARK,1064,0
2020-05-16,RU-ARK,1091,0
2020-05-17,RU-ARK,1116,0
2020-05-18,RU-ARK,1141,0
2020-05-19,RU-ARK,1164,0
2020-05-20,RU-ARK,1187,0
2020-05-21,RU-ARK,1210,0
2020-05-22,RU-ARK,1232,0
2020-05-23,RU-ARK,1253,0
2020-05-24,RU-ARK,1274,0
2020-05-25,RU-ARK,1295,0
2020-05-26,RU-ARK,1316,0
2020-05-27,RU-ARK,1336,0
2020-05-28,RU-ARK,1357,0
2020-05-29,RU-ARK,1377,0
2020-05-30,RU-ARK,1397,0
2020-05-31,RU-ARK,1417,0
2020-06-01,RU-ARK,1437,0
2020-06-02,RU-ARK,1457,0
2020-06-03,RU-ARK,1477,0
2020-06-04,RU-ARK,1497,0
2020-06-05,RU-ARK,1517,0
2020-06-06,RU-ARK,1537,0
2020-06-07,RU-ARK,1557,0
2020-06-08,RU-ARK,1576,0
2020-06-09,RU-ARK,1596,0
2020-06-10,RU-ARK,1616,0
2020-06-11,RU-ARK,1636,0
2020-06-12,RU-ARK,1656,0
2020-06-13,RU-ARK,1675,0
2020-06-14,RU-ARK,1695,0
2020-06-15,RU-ARK,1715,0
2020-06-16,RU-ARK,1735,0
2020-06-17,RU-ARK,1754,0
2020-06-18,RU-ARK,1774,0
2020-06-19,RU-ARK,1794,0
2020-06-20,RU-ARK,1814,0
2020-06-21,RU-ARK,1833,0
2020-06-22,RU-ARK,1853,0
2020-06-23,RU-ARK,1873,0
2020-06-24,RU-ARK,1893,0
2020-06-25,RU-ARK,1912,0
2020-06-26,RU-ARK,1932,0
2020-06-27,RU-ARK,1952,0
2020-06-28,RU-ARK,1972,0
2020-06-29,RU-ARK,1991,0
2020-06-30,RU-ARK,2011,0
2020-07-01,RU-ARK,2031,0
2020-07-02,RU-ARK,2051,0
2020-07-03,RU-ARK,2070,0
2020-07-04,RU-ARK,2090,0
2020-07-05,RU-ARK,2110,0
2020-07-06,RU-ARK,2130,0
2020-07-07,RU-ARK,2149,0
2020-07-08,RU-ARK,2169,0
2020-07-09,RU-ARK,2189,0
2020-07-10,RU-ARK,2209,0
2020-07-11,RU-ARK,2228,0
2020-07-12,RU-ARK,2248,0
2020-07-13,RU-ARK,2268,0
2020-07-14,RU-ARK,2288,0
2020-07-15,RU-ARK,2307,0
2020-07-16,RU-ARK,2327,0
2020-07-17,RU-ARK,2347,0
2020-07-18,RU-ARK,2367,0
2020-07-19,RU-ARK,2386,0
2020-07-20,RU-ARK,2406,0
2020-07-21,RU-ARK,2426,0
2020-07-22,RU-ARK,2446,0
2020-07-23,RU-ARK,2465,0
2020-07-24,RU-ARK,2485,0
2020-07-25,RU-ARK,2505,0
2020-07-26,RU-ARK,2525,0
2020-07-27,RU-ARK,2544,0
2020-07-28,RU-ARK,2564,0
2020-07-29,RU-ARK,2584,0
2020-07-30,RU-ARK,2604,0
2020-07-31,RU-ARK,2623,0
2020-08-01,RU-ARK,2643,0
2020-08-02,RU-ARK,2663,0
2020-08-03,RU-ARK,2683,0
2020-08-04,RU-ARK,2702,0
2020-08-05,RU-ARK,2722,0
2020-08-06,RU-ARK,2742,0
2020-08-07,RU-ARK,2762,0
2020-08-08,RU-ARK,2781,0
2020-08-09,RU-ARK,2801,0
2020-08-10,RU-ARK,2821,0
2020-08-11,RU-ARK,2841,0
2020-08-12,RU-ARK,2860,0
2020-08-13,RU-ARK,2880,0
2020-08-14,RU-ARK,2900,0
2020-08-15,RU-ARK,2920,0
2020-08-16,RU-ARK,2939,0
2020-08-17,RU-ARK,2959,0
2020-08-18,RU-ARK,2979,0
2020-08-19,RU-ARK,2999,0
2020-08-20,RU-ARK,3018,0
2020-08-21,RU-ARK,3038,0
2020-08-22,RU-ARK,3058,0
2020-08-23,RU-ARK,3078,0
2020-08-24,RU-ARK,3097,0
2020-08-25,RU-ARK,3117,0
2020-08-26,RU-ARK,3137,0
2020-08-27,RU-ARK,3157,0
2020-08-28,RU-ARK,3176,0
2020-08-29,RU-ARK,3196,0
2020-08-30,RU-ARK,3216,0
2020-08-31,RU-ARK,3236,0
2020-09-01,RU-ARK,3255,0
2020-09-02,RU-ARK,3275,0
2020-09-03,RU-ARK,3295,0
2020-09-04,RU-ARK,3315,0
2020-09-05,RU-ARK,3334,0
2020-09-06,RU-ARK,3354,0
2020-09-07,RU-ARK,3374,0
2020-09-08,RU-ARK,3394,0
2020-09-09,RU-ARK,3413,0
2020-09-10,RU-ARK,3433,0
2020-09-11,RU-ARK,3453,0
2020-09-12,RU-ARK,3473,0
2020-09-13,RU-ARK,3492,0
2020-09-14,RU-ARK,3512,0
2020-09-15,RU-ARK,3532,0
2020-09-16,RU-ARK,3552,0
2020-09-17,RU-ARK,3571,0
2020-09-18,RU-ARK,3591,0
2020-09-19,RU-ARK,3611,0
2020-09-20,RU-ARK,3631,0
2020-09-21,RU-ARK,3650,0
2020-09-22,RU-ARK,3670,0
2020-09-23,RU-ARK,3690,0
2020-09-24,RU-ARK,3710,0
2020-09-25,RU-ARK,3729,0
2020-09-26,RU-ARK,3749,0
2020-09-27,RU-ARK,3769,0
2020-09-28,RU-ARK,3789,0
2020-09-29,RU-ARK,3808,0
2020-09-30,RU-ARK,3828,0
2020-10-01,RU-ARK,3848,0
2020-10-02,RU-ARK,3868,0
2020-10-03,RU-ARK,3887,0
2020-10-04,RU-ARK,3907,0
2020-10-05,RU-ARK,3927,0
2020-10-06,RU-ARK,3947,0
2020-10-07,RU-ARK,3966,0
2020-10-08,RU-ARK,3986,0
2020-10-09,RU-ARK,4006,0
2020-10-10,RU-ARK,4026,0
2020-10-11,RU-ARK,4045,0
2020-10-12,RU-ARK,4065,0
2020-10-13,RU-ARK,4085,0
2020-10-14,RU-ARK,4105,0
2020-10-15,RU-ARK,4124,0
2020-10-16,RU-ARK,4144,0
2020-10-17,RU-ARK,4164,0
2020-10-18,RU-ARK,4184,0
2020-10-19,RU-ARK,4204,0
2020-10-20,RU-ARK,4223,0
2020-10-21,RU-ARK,4243,0
2020-10-22,RU-ARK,4263,0
2020-10-23,RU-ARK,4283,0
2020-10-24,RU-ARK,4302,0
2020-10-25,RU-ARK,4322,0
2020-10-26,RU-ARK,4342,0
2020-10-27,RU-ARK,4362,0
2020-10-28,RU-ARK,4381,0
2020-10-29,RU-ARK,4401,0
2020-10-30,RU-ARK,4421,0
2020-10-31,RU-ARK,4441,0
2020-11-01,RU-ARK,4460,0
2020-11-02,RU-ARK,4480,0
2020-11-03,RU-ARK,4500,0
2020-11-04,RU-ARK,4520,0
2020-11-05,RU-ARK,4539,0
2020-11-06,RU-ARK,4559,0
2020-11-07,RU-ARK,4579,0
2020-11-08,RU-ARK,4599,0
2020-11-09,RU-ARK,4618,0
2020-11-10,RU-ARK,4638,0
2020-11-11,RU-ARK,4658,0
2020-11-12,RU-ARK,4678,0
2020-11-13,RU-ARK,4697,0
2020-11-14,RU-ARK,4717,0
2020-11-15,RU-ARK,4737,0
2020-11-16,RU-ARK,4757,0
2020-11-17,RU-ARK,4776,0
2020-11-18,RU-ARK,4796,0
2020-11-19,RU-ARK,4816,0
2020-11-20,RU-ARK,4836,0
2020-11-21,RU-ARK,4855,0
2020-11-22,RU-ARK,4875,0
2020-11-23,RU-ARK,4895,0
2020-11-24,RU-ARK,4915,0
2020-11-25,RU-ARK,4934,0
2020-11-26,RU-ARK,4954,0
2020-11-27,RU-ARK,4974,0
2020-11-28,RU-ARK,4994,0
2020-11-29,RU-ARK,5013,0
2020-11-30,RU-ARK,5033,0
2020-12-01,RU-ARK,5053,0
2020-12-02,RU-ARK,5073,0
2020-12-03,RU-ARK,5092,0
2020-12-04,RU-ARK,5112,0
2020-12-05,RU-ARK,5132,0
2020-12-06,RU-ARK,5152,0
2020-12-07,RU-ARK,5171,0
2020-12-08,RU-ARK,5191,0
2020-12-09,RU-ARK,5211,0
2020-12-10,RU-ARK,5231,0
2020-12-11,RU-ARK,5250,0
2020-12-12,RU-ARK,5270,0
2020-12-13,RU-ARK,5290,0
2020-12-14,RU-ARK,5310,0
2020-12-15,RU-ARK,5329,0
2020-12-16,RU-ARK,5349,0
2020-12-17,RU-ARK,5369,0
2020-12-18,RU-ARK,5389,0
2020-12-19,RU-ARK,5408,0
2020-12-20,RU-ARK,5428,0
2020-12-21,RU-ARK,5448,0
2020-12-22,RU-ARK,5468,0
2020-12-23,RU-ARK,5487,0
2020-12-24,RU-ARK,5507,0
2020-12-25,RU-ARK,5527,0
2020-12-26,RU-ARK,5547,0
2020-12-27,RU-ARK,5566,0
2020-12-28,RU-ARK,5586,0
2020-12-29,RU-ARK,5606,0
2020-12-30,RU-ARK,5626,0
2020-12-31,RU-ARK,5645,0
2020-04-14,RU-AST,32,0
2020-04-15,RU-AST,34,0
2020-04-16,RU-AST,36,0
2020-04-17,RU-AST,39,0
2020-04-18,RU-AST,41,0
2020-04-19,RU-AST,44,0
2020-04-20,RU-AST,47,0
2020-04-21,RU-AST,50,0
2020-04-22,RU-AST,54,0
2020-04-23,RU-AST,162,0
2020-04-24,RU-AST,183,0
2020-04-25,RU-AST,208,0
2020-04-26,RU-AST,238,0
2020-04-27,RU-AST,265,0
2020-04-28,RU-AST,291,0
2020-04-29,RU-AST,326,0
2020-04-30,RU-AST,355,0
2020-05-01,RU-AST,380,0
2020-05-02,RU-AST,429,0
2020-05-03,RU-AST,473,0
2020-05-04,RU-AST,382,0
2020-05-05,RU-AST,397,0
2020-05-06,RU-AST,410,0
2020-05-07,RU-AST,423,0
2020-05-08,RU-AST,435,0
2020-05-09,RU-AST,446,0
2020-05-10,RU-AST,458,0
2020-05-11,RU-AST,468,0
2020-05-12,RU-AST,479,0
2020-05-13,RU-AST,489,0
2020-05-14,RU-AST,500,0
2020-05-15,RU-AST,510,0
2020-05-16,RU-AST,520,0
2020-05-17,RU-AST,530,0
2020-05-18,RU-AST,539,0
2020-05-19,RU-AST,549,0
2020-05-20,RU-AST,559,0
2020-05-21,RU-AST,568,0
2020-05-22,RU-AST,578,0
2020-05-23,RU-AST,588,0
2020-05-24,RU-AST,597,0
2020-05-25,RU-AST,607,0
2020-05-26,RU-AST,616,0
2020-05-27,RU-AST,626,0
2020-05-28,RU-AST,635,0
2020-05-29,RU-AST,645,0
2020-05-30,RU-AST,654,0
